"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Brasil, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano";""
"São Brás do Suaçuí (MG)";"2012";"50517,5"
"São Brás do Suaçuí (MG)";"2013";"64106,9"
"São Brás do Suaçuí (MG)";"2014";"76792,4"
"São Brás do Suaçuí (MG)";"2015";"65826,0"
"São Brás do Suaçuí (MG)";"2016";"59058,3"
"São Domingos das Dores (MG)";"2002";"16987,4"
"São Domingos das Dores (MG)";"2003";"20963,0"
"São Domingos das Dores (MG)";"2004";"19435,9"
"São Domingos das Dores (MG)";"2005";"22424,4"
"São Domingos das Dores (MG)";"2006";"23805,9"
"São Domingos das Dores (MG)";"2007";"24699,9"
"São Domingos das Dores (MG)";"2008";"27349,2"
"São Domingos das Dores (MG)";"2009";"28924,5"
"São Domingos das Dores (MG)";"2010";"29448,6"
"São Domingos das Dores (MG)";"2011";"43284,4"
"São Domingos das Dores (MG)";"2012";"41280,6"
"São Domingos das Dores (MG)";"2013";"42559,6"
"São Domingos das Dores (MG)";"2014";"55358,9"
"São Domingos das Dores (MG)";"2015";"60036,2"
"São Domingos das Dores (MG)";"2016";"85369,0"
"São Domingos do Prata (MG)";"2002";"48237,8"
"São Domingos do Prata (MG)";"2003";"52547,3"
"São Domingos do Prata (MG)";"2004";"61626,2"
"São Domingos do Prata (MG)";"2005";"74343,9"
"São Domingos do Prata (MG)";"2006";"82662,5"
"São Domingos do Prata (MG)";"2007";"79055,4"
"São Domingos do Prata (MG)";"2008";"96094,8"
"São Domingos do Prata (MG)";"2009";"110676,0"
"São Domingos do Prata (MG)";"2010";"121731,3"
"São Domingos do Prata (MG)";"2011";"143473,6"
"São Domingos do Prata (MG)";"2012";"163283,8"
"São Domingos do Prata (MG)";"2013";"187060,0"
"São Domingos do Prata (MG)";"2014";"199160,0"
"São Domingos do Prata (MG)";"2015";"189910,1"
"São Domingos do Prata (MG)";"2016";"227494,8"
"São Félix de Minas (MG)";"2002";"6761,0"
"São Félix de Minas (MG)";"2003";"8020,4"
"São Félix de Minas (MG)";"2004";"7766,0"
"São Félix de Minas (MG)";"2005";"9650,5"
"São Félix de Minas (MG)";"2006";"12066,8"
"São Félix de Minas (MG)";"2007";"13421,8"
"São Félix de Minas (MG)";"2008";"14803,7"
"São Félix de Minas (MG)";"2009";"25935,5"
"São Félix de Minas (MG)";"2010";"23860,0"
"São Félix de Minas (MG)";"2011";"20603,4"
"São Félix de Minas (MG)";"2012";"23530,7"
"São Félix de Minas (MG)";"2013";"31307,1"
"São Félix de Minas (MG)";"2014";"30008,9"
"São Félix de Minas (MG)";"2015";"30135,4"
"São Félix de Minas (MG)";"2016";"36033,2"
"São Francisco (MG)";"2002";"89337,3"
"São Francisco (MG)";"2003";"106703,1"
"São Francisco (MG)";"2004";"116221,0"
"São Francisco (MG)";"2005";"139328,6"
"São Francisco (MG)";"2006";"160658,3"
"São Francisco (MG)";"2007";"170792,4"
"São Francisco (MG)";"2008";"197948,6"
"São Francisco (MG)";"2009";"218113,5"
"São Francisco (MG)";"2010";"249262,1"
"São Francisco (MG)";"2011";"275294,7"
"São Francisco (MG)";"2012";"313829,8"
"São Francisco (MG)";"2013";"361880,4"
"São Francisco (MG)";"2014";"393232,7"
"São Francisco (MG)";"2015";"433575,9"
"São Francisco (MG)";"2016";"478984,4"
"São Francisco de Paula (MG)";"2002";"21051,8"
"São Francisco de Paula (MG)";"2003";"25805,7"
"São Francisco de Paula (MG)";"2004";"34095,3"
"São Francisco de Paula (MG)";"2005";"36682,9"
"São Francisco de Paula (MG)";"2006";"42920,5"
"São Francisco de Paula (MG)";"2007";"41121,9"
"São Francisco de Paula (MG)";"2008";"44915,3"
"São Francisco de Paula (MG)";"2009";"48064,6"
"São Francisco de Paula (MG)";"2010";"50536,0"
"São Francisco de Paula (MG)";"2011";"67894,7"
"São Francisco de Paula (MG)";"2012";"64666,0"
"São Francisco de Paula (MG)";"2013";"64172,1"
"São Francisco de Paula (MG)";"2014";"78136,6"
"São Francisco de Paula (MG)";"2015";"85682,9"
"São Francisco de Paula (MG)";"2016";"100609,7"
"São Francisco de Sales (MG)";"2002";"28693,5"
"São Francisco de Sales (MG)";"2003";"36436,8"
"São Francisco de Sales (MG)";"2004";"43560,1"
"São Francisco de Sales (MG)";"2005";"45742,5"
"São Francisco de Sales (MG)";"2006";"51545,5"
"São Francisco de Sales (MG)";"2007";"64687,2"
"São Francisco de Sales (MG)";"2008";"66108,1"
"São Francisco de Sales (MG)";"2009";"77354,9"
"São Francisco de Sales (MG)";"2010";"85054,8"
"São Francisco de Sales (MG)";"2011";"137279,7"
"São Francisco de Sales (MG)";"2012";"116255,5"
"São Francisco de Sales (MG)";"2013";"132620,7"
"São Francisco de Sales (MG)";"2014";"120224,6"
"São Francisco de Sales (MG)";"2015";"120585,5"
"São Francisco de Sales (MG)";"2016";"142719,7"
"São Francisco do Glória (MG)";"2002";"13971,3"
"São Francisco do Glória (MG)";"2003";"14582,9"
"São Francisco do Glória (MG)";"2004";"15060,3"
"São Francisco do Glória (MG)";"2005";"17721,6"
"São Francisco do Glória (MG)";"2006";"21001,6"
"São Francisco do Glória (MG)";"2007";"21664,1"
"São Francisco do Glória (MG)";"2008";"29384,7"
"São Francisco do Glória (MG)";"2009";"28633,0"
"São Francisco do Glória (MG)";"2010";"30786,8"
"São Francisco do Glória (MG)";"2011";"38494,5"
"São Francisco do Glória (MG)";"2012";"38750,2"
"São Francisco do Glória (MG)";"2013";"40353,9"
"São Francisco do Glória (MG)";"2014";"49359,5"
"São Francisco do Glória (MG)";"2015";"51229,2"
"São Francisco do Glória (MG)";"2016";"60469,2"
"São Geraldo (MG)";"2002";"23471,4"
"São Geraldo (MG)";"2003";"27889,4"
"São Geraldo (MG)";"2004";"29087,2"
"São Geraldo (MG)";"2005";"35528,7"
"São Geraldo (MG)";"2006";"41297,5"
"São Geraldo (MG)";"2007";"47723,1"
"São Geraldo (MG)";"2008";"50310,4"
"São Geraldo (MG)";"2009";"56866,8"
"São Geraldo (MG)";"2010";"91073,1"
"São Geraldo (MG)";"2011";"104043,0"
"São Geraldo (MG)";"2012";"114482,8"
"São Geraldo (MG)";"2013";"127328,1"
"São Geraldo (MG)";"2014";"132268,4"
"São Geraldo (MG)";"2015";"148465,6"
"São Geraldo (MG)";"2016";"156966,8"
"São Geraldo da Piedade (MG)";"2002";"9448,4"
"São Geraldo da Piedade (MG)";"2003";"10746,5"
"São Geraldo da Piedade (MG)";"2004";"11807,0"
"São Geraldo da Piedade (MG)";"2005";"13601,2"
"São Geraldo da Piedade (MG)";"2006";"23367,8"
"São Geraldo da Piedade (MG)";"2007";"20396,0"
"São Geraldo da Piedade (MG)";"2008";"22893,8"
"São Geraldo da Piedade (MG)";"2009";"19677,2"
"São Geraldo da Piedade (MG)";"2010";"22064,5"
"São Geraldo da Piedade (MG)";"2011";"24946,1"
"São Geraldo da Piedade (MG)";"2012";"28467,9"
"São Geraldo da Piedade (MG)";"2013";"35826,5"
"São Geraldo da Piedade (MG)";"2014";"32597,3"
"São Geraldo da Piedade (MG)";"2015";"36750,1"
"São Geraldo da Piedade (MG)";"2016";"37358,6"
"São Geraldo do Baixio (MG)";"2002";"7541,4"
"São Geraldo do Baixio (MG)";"2003";"9008,6"
"São Geraldo do Baixio (MG)";"2004";"9896,1"
"São Geraldo do Baixio (MG)";"2005";"11062,1"
"São Geraldo do Baixio (MG)";"2006";"12648,3"
"São Geraldo do Baixio (MG)";"2007";"14143,3"
"São Geraldo do Baixio (MG)";"2008";"16212,7"
"São Geraldo do Baixio (MG)";"2009";"18250,3"
"São Geraldo do Baixio (MG)";"2010";"19691,8"
"São Geraldo do Baixio (MG)";"2011";"21190,4"
"São Geraldo do Baixio (MG)";"2012";"30339,1"
"São Geraldo do Baixio (MG)";"2013";"27200,6"
"São Geraldo do Baixio (MG)";"2014";"31973,8"
"São Geraldo do Baixio (MG)";"2015";"35563,4"
"São Geraldo do Baixio (MG)";"2016";"39609,5"
"São Gonçalo do Abaeté (MG)";"2002";"33557,1"
"São Gonçalo do Abaeté (MG)";"2003";"39305,8"
"São Gonçalo do Abaeté (MG)";"2004";"47331,7"
"São Gonçalo do Abaeté (MG)";"2005";"63968,3"
"São Gonçalo do Abaeté (MG)";"2006";"64770,5"
"São Gonçalo do Abaeté (MG)";"2007";"87058,3"
"São Gonçalo do Abaeté (MG)";"2008";"95627,7"
"São Gonçalo do Abaeté (MG)";"2009";"103240,2"
"São Gonçalo do Abaeté (MG)";"2010";"119908,5"
"São Gonçalo do Abaeté (MG)";"2011";"127111,2"
"São Gonçalo do Abaeté (MG)";"2012";"134500,5"
"São Gonçalo do Abaeté (MG)";"2013";"172059,7"
"São Gonçalo do Abaeté (MG)";"2014";"164374,0"
"São Gonçalo do Abaeté (MG)";"2015";"175878,9"
"São Gonçalo do Abaeté (MG)";"2016";"209325,1"
"São Gonçalo do Pará (MG)";"2002";"38319,1"
"São Gonçalo do Pará (MG)";"2003";"45624,6"
"São Gonçalo do Pará (MG)";"2004";"67122,4"
"São Gonçalo do Pará (MG)";"2005";"56853,3"
"São Gonçalo do Pará (MG)";"2006";"71462,3"
"São Gonçalo do Pará (MG)";"2007";"77688,2"
"São Gonçalo do Pará (MG)";"2008";"96563,9"
"São Gonçalo do Pará (MG)";"2009";"76865,6"
"São Gonçalo do Pará (MG)";"2010";"101819,4"
"São Gonçalo do Pará (MG)";"2011";"116135,9"
"São Gonçalo do Pará (MG)";"2012";"127741,7"
"São Gonçalo do Pará (MG)";"2013";"149490,2"
"São Gonçalo do Pará (MG)";"2014";"160604,8"
"São Gonçalo do Pará (MG)";"2015";"165407,6"
"São Gonçalo do Pará (MG)";"2016";"177303,3"
"São Gonçalo do Rio Abaixo (MG)";"2002";"36191,1"
"São Gonçalo do Rio Abaixo (MG)";"2003";"52820,1"
"São Gonçalo do Rio Abaixo (MG)";"2004";"70139,4"
"São Gonçalo do Rio Abaixo (MG)";"2005";"126914,6"
"São Gonçalo do Rio Abaixo (MG)";"2006";"190151,9"
"São Gonçalo do Rio Abaixo (MG)";"2007";"338603,4"
"São Gonçalo do Rio Abaixo (MG)";"2008";"719720,8"
"São Gonçalo do Rio Abaixo (MG)";"2009";"391874,0"
"São Gonçalo do Rio Abaixo (MG)";"2010";"1951642,3"
"São Gonçalo do Rio Abaixo (MG)";"2011";"2951330,2"
"São Gonçalo do Rio Abaixo (MG)";"2012";"3144863,5"
"São Gonçalo do Rio Abaixo (MG)";"2013";"3532062,9"
"São Gonçalo do Rio Abaixo (MG)";"2014";"2762902,6"
"São Gonçalo do Rio Abaixo (MG)";"2015";"1793478,3"
"São Gonçalo do Rio Abaixo (MG)";"2016";"1915882,4"
"São Gonçalo do Sapucaí (MG)";"2002";"121782,2"
"São Gonçalo do Sapucaí (MG)";"2003";"144462,4"
"São Gonçalo do Sapucaí (MG)";"2004";"176081,5"
"São Gonçalo do Sapucaí (MG)";"2005";"194123,6"
"São Gonçalo do Sapucaí (MG)";"2006";"206405,6"
"São Gonçalo do Sapucaí (MG)";"2007";"225903,2"
"São Gonçalo do Sapucaí (MG)";"2008";"250816,8"
"São Gonçalo do Sapucaí (MG)";"2009";"276219,6"
"São Gonçalo do Sapucaí (MG)";"2010";"343550,2"
"São Gonçalo do Sapucaí (MG)";"2011";"418221,8"
"São Gonçalo do Sapucaí (MG)";"2012";"470113,1"
"São Gonçalo do Sapucaí (MG)";"2013";"514161,4"
"São Gonçalo do Sapucaí (MG)";"2014";"529355,6"
"São Gonçalo do Sapucaí (MG)";"2015";"556874,2"
"São Gonçalo do Sapucaí (MG)";"2016";"633618,9"
"São Gotardo (MG)";"2002";"126970,1"
"São Gotardo (MG)";"2003";"160768,9"
"São Gotardo (MG)";"2004";"188796,5"
"São Gotardo (MG)";"2005";"210386,3"
"São Gotardo (MG)";"2006";"222136,4"
"São Gotardo (MG)";"2007";"240151,7"
"São Gotardo (MG)";"2008";"264616,0"
"São Gotardo (MG)";"2009";"298937,6"
"São Gotardo (MG)";"2010";"345614,4"
"São Gotardo (MG)";"2011";"390112,0"
"São Gotardo (MG)";"2012";"456162,8"
"São Gotardo (MG)";"2013";"544858,2"
"São Gotardo (MG)";"2014";"568744,9"
"São Gotardo (MG)";"2015";"632428,1"
"São Gotardo (MG)";"2016";"720199,3"
"São João Batista do Glória (MG)";"2002";"31720,4"
"São João Batista do Glória (MG)";"2003";"37066,0"
"São João Batista do Glória (MG)";"2004";"42842,3"
"São João Batista do Glória (MG)";"2005";"50744,1"
"São João Batista do Glória (MG)";"2006";"55460,1"
"São João Batista do Glória (MG)";"2007";"64597,5"
"São João Batista do Glória (MG)";"2008";"66284,8"
"São João Batista do Glória (MG)";"2009";"74153,7"
"São João Batista do Glória (MG)";"2010";"78931,0"
"São João Batista do Glória (MG)";"2011";"94758,6"
"São João Batista do Glória (MG)";"2012";"108229,3"
"São João Batista do Glória (MG)";"2013";"123828,5"
"São João Batista do Glória (MG)";"2014";"121286,1"
"São João Batista do Glória (MG)";"2015";"123110,1"
"São João Batista do Glória (MG)";"2016";"121207,3"
"São João da Lagoa (MG)";"2002";"8763,1"
"São João da Lagoa (MG)";"2003";"9611,4"
"São João da Lagoa (MG)";"2004";"11155,7"
"São João da Lagoa (MG)";"2005";"13026,1"
"São João da Lagoa (MG)";"2006";"13591,7"
"São João da Lagoa (MG)";"2007";"15428,6"
"São João da Lagoa (MG)";"2008";"19768,7"
"São João da Lagoa (MG)";"2009";"22704,6"
"São João da Lagoa (MG)";"2010";"25879,1"
"São João da Lagoa (MG)";"2011";"29538,7"
"São João da Lagoa (MG)";"2012";"220848,5"
"São João da Lagoa (MG)";"2013";"42769,9"
"São João da Lagoa (MG)";"2014";"40231,4"
"São João da Lagoa (MG)";"2015";"41278,5"
"São João da Lagoa (MG)";"2016";"43021,8"
"São João da Mata (MG)";"2002";"8980,4"
"São João da Mata (MG)";"2003";"10031,8"
"São João da Mata (MG)";"2004";"12355,1"
"São João da Mata (MG)";"2005";"14442,2"
"São João da Mata (MG)";"2006";"16109,4"
"São João da Mata (MG)";"2007";"19021,2"
"São João da Mata (MG)";"2008";"17771,3"
"São João da Mata (MG)";"2009";"19912,1"
"São João da Mata (MG)";"2010";"21771,9"
"São João da Mata (MG)";"2011";"30385,7"
"São João da Mata (MG)";"2012";"31184,8"
"São João da Mata (MG)";"2013";"31933,9"
"São João da Mata (MG)";"2014";"36430,0"
"São João da Mata (MG)";"2015";"35404,4"
"São João da Mata (MG)";"2016";"40450,6"
"São João da Ponte (MG)";"2002";"40511,9"
"São João da Ponte (MG)";"2003";"45513,6"
"São João da Ponte (MG)";"2004";"51047,4"
"São João da Ponte (MG)";"2005";"58843,8"
"São João da Ponte (MG)";"2006";"66089,7"
"São João da Ponte (MG)";"2007";"79727,1"
"São João da Ponte (MG)";"2008";"93761,8"
"São João da Ponte (MG)";"2009";"98299,4"
"São João da Ponte (MG)";"2010";"102593,9"
"São João da Ponte (MG)";"2011";"110188,6"
"São João da Ponte (MG)";"2012";"122737,3"
"São João da Ponte (MG)";"2013";"148056,3"
"São João da Ponte (MG)";"2014";"171111,5"
"São João da Ponte (MG)";"2015";"183032,1"
"São João da Ponte (MG)";"2016";"192069,7"
"São João das Missões (MG)";"2002";"14600,5"
"São João das Missões (MG)";"2003";"16240,8"
"São João das Missões (MG)";"2004";"18170,6"
"São João das Missões (MG)";"2005";"21138,2"
"São João das Missões (MG)";"2006";"23710,0"
"São João das Missões (MG)";"2007";"25070,3"
"São João das Missões (MG)";"2008";"31565,6"
"São João das Missões (MG)";"2009";"34425,4"
"São João das Missões (MG)";"2010";"38073,8"
"São João das Missões (MG)";"2011";"44054,7"
"São João das Missões (MG)";"2012";"46775,4"
"São João das Missões (MG)";"2013";"51926,5"
"São João das Missões (MG)";"2014";"59415,8"
"São João das Missões (MG)";"2015";"63742,9"
"São João das Missões (MG)";"2016";"69498,7"
"São João del Rei (MG)";"2002";"435777,6"
"São João del Rei (MG)";"2003";"507728,5"
"São João del Rei (MG)";"2004";"608932,3"
"São João del Rei (MG)";"2005";"641369,6"
"São João del Rei (MG)";"2006";"698681,7"
"São João del Rei (MG)";"2007";"762037,6"
"São João del Rei (MG)";"2008";"885395,1"
"São João del Rei (MG)";"2009";"855490,1"
"São João del Rei (MG)";"2010";"1025243,2"
"São João del Rei (MG)";"2011";"1211080,4"
"São João del Rei (MG)";"2012";"1322015,2"
"São João del Rei (MG)";"2013";"1498689,9"
"São João del Rei (MG)";"2014";"1612004,1"
"São João del Rei (MG)";"2015";"1666512,4"
"São João del Rei (MG)";"2016";"1832668,4"
"São João do Manhuaçu (MG)";"2002";"29293,1"
"São João do Manhuaçu (MG)";"2003";"38231,0"
"São João do Manhuaçu (MG)";"2004";"49976,5"
"São João do Manhuaçu (MG)";"2005";"56975,9"
"São João do Manhuaçu (MG)";"2006";"58329,6"
"São João do Manhuaçu (MG)";"2007";"65598,9"
"São João do Manhuaçu (MG)";"2008";"80072,9"
"São João do Manhuaçu (MG)";"2009";"74891,9"
"São João do Manhuaçu (MG)";"2010";"86306,1"
"São João do Manhuaçu (MG)";"2011";"144345,6"
"São João do Manhuaçu (MG)";"2012";"112826,8"
"São João do Manhuaçu (MG)";"2013";"116069,1"
"São João do Manhuaçu (MG)";"2014";"129975,5"
"São João do Manhuaçu (MG)";"2015";"149885,8"
"São João do Manhuaçu (MG)";"2016";"165871,3"
"São João do Manteninha (MG)";"2002";"12095,4"
"São João do Manteninha (MG)";"2003";"13310,7"
"São João do Manteninha (MG)";"2004";"14316,0"
"São João do Manteninha (MG)";"2005";"15794,6"
"São João do Manteninha (MG)";"2006";"17123,7"
"São João do Manteninha (MG)";"2007";"24010,2"
"São João do Manteninha (MG)";"2008";"26536,7"
"São João do Manteninha (MG)";"2009";"26441,0"
"São João do Manteninha (MG)";"2010";"28472,0"
"São João do Manteninha (MG)";"2011";"36843,0"
"São João do Manteninha (MG)";"2012";"43800,4"
"São João do Manteninha (MG)";"2013";"48748,4"
"São João do Manteninha (MG)";"2014";"55298,1"
"São João do Manteninha (MG)";"2015";"59187,7"
"São João do Manteninha (MG)";"2016";"63311,1"
"São João do Oriente (MG)";"2002";"18072,1"
"São João do Oriente (MG)";"2003";"20090,3"
"São João do Oriente (MG)";"2004";"22733,8"
"São João do Oriente (MG)";"2005";"25734,9"
"São João do Oriente (MG)";"2006";"27467,7"
"São João do Oriente (MG)";"2007";"29896,7"
"São João do Oriente (MG)";"2008";"32848,6"
"São João do Oriente (MG)";"2009";"37996,9"
"São João do Oriente (MG)";"2010";"40940,5"
"São João do Oriente (MG)";"2011";"41003,9"
"São João do Oriente (MG)";"2012";"48799,5"
"São João do Oriente (MG)";"2013";"58578,4"
"São João do Oriente (MG)";"2014";"66476,7"
"São João do Oriente (MG)";"2015";"72472,1"
"São João do Oriente (MG)";"2016";"78220,0"
"São João do Pacuí (MG)";"2002";"7282,3"
"São João do Pacuí (MG)";"2003";"8560,8"
"São João do Pacuí (MG)";"2004";"8648,8"
"São João do Pacuí (MG)";"2005";"10078,1"
"São João do Pacuí (MG)";"2006";"10726,8"
"São João do Pacuí (MG)";"2007";"12537,0"
"São João do Pacuí (MG)";"2008";"14406,0"
"São João do Pacuí (MG)";"2009";"17381,2"
"São João do Pacuí (MG)";"2010";"18780,2"
"São João do Pacuí (MG)";"2011";"20105,7"
"São João do Pacuí (MG)";"2012";"59540,9"
"São João do Pacuí (MG)";"2013";"25130,4"
"São João do Pacuí (MG)";"2014";"28492,0"
"São João do Pacuí (MG)";"2015";"31528,0"
"São João do Pacuí (MG)";"2016";"35312,8"
"São João do Paraíso (MG)";"2002";"37080,2"
"São João do Paraíso (MG)";"2003";"43146,9"
"São João do Paraíso (MG)";"2004";"51003,2"
"São João do Paraíso (MG)";"2005";"57503,9"
"São João do Paraíso (MG)";"2006";"64708,1"
"São João do Paraíso (MG)";"2007";"72104,5"
"São João do Paraíso (MG)";"2008";"86464,7"
"São João do Paraíso (MG)";"2009";"90711,5"
"São João do Paraíso (MG)";"2010";"110198,5"
"São João do Paraíso (MG)";"2011";"117431,3"
"São João do Paraíso (MG)";"2012";"136775,6"
"São João do Paraíso (MG)";"2013";"144036,2"
"São João do Paraíso (MG)";"2014";"168926,6"
"São João do Paraíso (MG)";"2015";"195204,1"
"São João do Paraíso (MG)";"2016";"190249,3"
"São João Evangelista (MG)";"2002";"36958,0"
"São João Evangelista (MG)";"2003";"41112,7"
"São João Evangelista (MG)";"2004";"44142,9"
"São João Evangelista (MG)";"2005";"61511,3"
"São João Evangelista (MG)";"2006";"60795,0"
"São João Evangelista (MG)";"2007";"66278,5"
"São João Evangelista (MG)";"2008";"70172,1"
"São João Evangelista (MG)";"2009";"78277,9"
"São João Evangelista (MG)";"2010";"85079,0"
"São João Evangelista (MG)";"2011";"99562,9"
"São João Evangelista (MG)";"2012";"123003,5"
"São João Evangelista (MG)";"2013";"141741,2"
"São João Evangelista (MG)";"2014";"146944,2"
"São João Evangelista (MG)";"2015";"160033,8"
"São João Evangelista (MG)";"2016";"176308,3"
"São João Nepomuceno (MG)";"2002";"98870,1"
"São João Nepomuceno (MG)";"2003";"112002,5"
"São João Nepomuceno (MG)";"2004";"122593,2"
"São João Nepomuceno (MG)";"2005";"142672,0"
"São João Nepomuceno (MG)";"2006";"160915,5"
"São João Nepomuceno (MG)";"2007";"150226,7"
"São João Nepomuceno (MG)";"2008";"174397,6"
"São João Nepomuceno (MG)";"2009";"182758,8"
"São João Nepomuceno (MG)";"2010";"226775,0"
"São João Nepomuceno (MG)";"2011";"249926,2"
"São João Nepomuceno (MG)";"2012";"280513,6"
"São João Nepomuceno (MG)";"2013";"296917,2"
"São João Nepomuceno (MG)";"2014";"351938,1"
"São João Nepomuceno (MG)";"2015";"357300,2"
"São João Nepomuceno (MG)";"2016";"377800,2"
"São Joaquim de Bicas (MG)";"2002";"106866,3"
"São Joaquim de Bicas (MG)";"2003";"121735,8"
"São Joaquim de Bicas (MG)";"2004";"163141,8"
"São Joaquim de Bicas (MG)";"2005";"216816,9"
"São Joaquim de Bicas (MG)";"2006";"209401,9"
"São Joaquim de Bicas (MG)";"2007";"220617,8"
"São Joaquim de Bicas (MG)";"2008";"286911,2"
"São Joaquim de Bicas (MG)";"2009";"318612,1"
"São Joaquim de Bicas (MG)";"2010";"385476,5"
"São Joaquim de Bicas (MG)";"2011";"420396,1"
"São Joaquim de Bicas (MG)";"2012";"447905,7"
"São Joaquim de Bicas (MG)";"2013";"536541,5"
"São Joaquim de Bicas (MG)";"2014";"532246,6"
"São Joaquim de Bicas (MG)";"2015";"519948,3"
"São Joaquim de Bicas (MG)";"2016";"568253,6"
"São José da Barra (MG)";"2002";"285405,8"
"São José da Barra (MG)";"2003";"379264,9"
"São José da Barra (MG)";"2004";"468624,8"
"São José da Barra (MG)";"2005";"576641,5"
"São José da Barra (MG)";"2006";"636629,6"
"São José da Barra (MG)";"2007";"568414,9"
"São José da Barra (MG)";"2008";"610708,7"
"São José da Barra (MG)";"2009";"606467,8"
"São José da Barra (MG)";"2010";"635370,8"
"São José da Barra (MG)";"2011";"775037,1"
"São José da Barra (MG)";"2012";"719575,5"
